LastActivity,AccountOwner,AccountName,State/Province,Type,Rating,LastModifiedDate,Country,HQCountry,AccountId,Region
10/14/16,Marilyn Von Hoenning,Sberbank Europe AG,null,Prospect,null,4/28/20,Austria,null,0016000001EsEN5AAN,EMEA
null,Tho Yeong Chien,M.Tech,null,Prospective Partner,null,7/29/20,Singapore,null,0010z00001SW8nLAAT,APAC
5/17/19,Simon Skinner,FINkit (Monitise International Ltd),England,Ex-Customer,null,3/20/20,United Kingdom,null,00160000016hV6gAAE,EMEA
7/16/19,Mike Washington,Cloudera UK,England,Prospect,null,3/5/20,United Kingdom,null,0016000001A1PR6AAN,EMEA
6/19/20,Simon Skinner,Grant Thornton UK,England,Prospect,null,6/19/20,United Kingdom,null,0010z00001WOnhqAAD,EMEA
3/19/19,Tho Yeong Chien,Ingram Micro APAC,null,Prospective Partner,null,7/29/20,Singapore,null,0010z00001SW8ljAAD,APAC
3/10/20,Mike Washington,Atos,�le-de-France,Prospect,null,6/19/20,France,null,0016000001MpIaZAAV,EMEA
null,Tho Yeong Chien,Bank of China,Beijing,Prospect,null,7/29/20,China,null,0010z00001SW063AAD,APAC
5/29/20,Tho Yeong Chien,Xtremax Pte Ltd,null,Prospect,null,7/29/20,Singapore,null,0010z00001ZrSefAAF,APAC
null,Shannon Kimball,Pathology Associates Medical Laboratories,Washington,Prospect,null,3/11/20,United States,null,0016000001J7tSkAAJ,WEST
7/10/19,Patrick McGrath,Cadence Bancorp,Alabama,Prospect,null,6/19/20,United States,null,0010z00001SUeqCAAT,SOUTHEAST
11/22/19,Angelo Smialkowski,Basalt AG,null,Prospect,null,4/30/20,null,null,0010z00001WjEBfAAN,EMEA
2/1/18,Vincent Steenhuis,Turkey Ministry of Labour and Social Security,null,Prospect,null,4/13/20,Turkey,null,0016000001KiWjnAAF,EMEA
1/31/17,Michael Kavalle,Medivators,Minnesota,Prospect,null,4/1/20,United States,null,0016000001Khc3LAAR,MIDWEST
2/19/19,Adam Swaney,Ping Identity Corporation,Colorado,Prospect,null,4/7/20,United States,null,0016000001KhRuSAAV,WEST
12/7/16,James Raspanti,"Therap Services, LLC",Connecticut,Prospect,null,6/16/20,United States,null,0016000001JdJojAAF,NORTHEAST
9/16/19,Mike Washington,American Express Europe Limited,England,Prospect,null,3/5/20,United Kingdom,null,0016000001JeZiOAAV,EMEA
2/20/20,Jason Pearson,WageWorks,California,Prospect,null,6/19/20,United States,null,0016000001KgmCjAAJ,WEST
11/6/19,Mark Ronson,AECOM,California,Prospect,null,6/19/20,United States,null,0016000001Kh5szAAB,WEST
4/17/19,Kateryna Hvastovich,Exprivia Digital Financial Solution,Milan,Prospective Partner,null,3/5/20,Italy,null,0016000001KhFoiAAF,EMEA
7/22/20,Marilyn Von Hoenning,A1 Telekom Austria AG,Lower Austria,Prospect,null,6/19/20,Austria,null,0016000001OMBMbAAP,EMEA
7/30/20,Pavel Hruska,Sberbank,null,Prospect,null,6/10/20,Russian Federation,null,0016000001KEOrAAAX,EMEA
10/23/19,Simon Skinner,Irish Life & Permanent plc,null,Prospect,null,3/5/20,Ireland,null,0010z00001WiOOmAAN,EMEA
11/8/18,Michael Kavalle,Rush University Medical Center,Illinois,Prospect,null,6/19/20,United States,null,0016000001Jf3J3AAJ,MIDWEST
4/3/19,Mike Washington,British Airways Holidays Limited,England,Prospect,null,3/5/20,United Kingdom,null,0010z00001QkuXpAAJ,EMEA
5/7/20,Michael Kavalle,BMO Harris Bank,Illinois,Prospect,null,5/7/20,United States,null,0016000001KjDYdAAN,MIDWEST
2/12/18,Gary Griffith,Eversheds Sutherland,Georgia,Prospect,null,6/19/20,United States,null,0016000001LMfToAAL,SOUTHEAST
null,Simon Brender,NongHyup,null,Prospect,null,6/6/19,South Korea,null,0010z00001SW1LRAA1,APAC
6/15/20,Tho Yeong Chien,Grab Holdings Inc.,Karnataka,Prospect,null,7/29/20,India,null,0010z00001SWjeRAAT,APAC
10/31/19,Simon Skinner,Leeds Building Society,null,Prospect,null,6/19/20,United Kingdom,null,0010z00001WiOO2AAN,EMEA
11/1/19,Simon Skinner,Lloyd's,null,Prospect,null,6/19/20,null,null,0010z00001WiOO3AAN,EMEA
11/1/19,Simon Skinner,M&G Investments,null,Prospect,null,6/19/20,null,null,0010z00001WiOO4AAN,EMEA
4/9/18,Joe Hliboki,Namely,New York,Prospect,NQ - Not Qualified,6/19/20,United States,null,0010z00001Ru4tjAAB,NORTHEAST
6/9/20,Marilyn Von Hoenning,Banca Monte dei Paschi di Siena S.p.A.,Toscana,Prospect,null,7/13/20,Italy,null,0016000001Li8ENAAZ,EMEA
7/29/20,Jason Pearson,Tesla,California,Prospect,null,7/23/20,United States,null,0016000001Lk4uvAAB,WEST
10/31/19,Simon Skinner,European Bank for Reconstruction and Development,England,Prospect,null,6/19/20,United Kingdom,null,0016000001LkHKgAAN,EMEA
12/11/19,Pavel Hruska,MTS,null,Prospect,null,6/19/20,Russian Federation,null,0016000001Lk4ggAAB,EMEA
null,James Raspanti,Otis Elevator Company,Connecticut,Prospect,null,6/19/20,United States,null,0010z00001YClI4AAL,NORTHEAST
1/16/18,Zachery Peters,BlueCross BlueShield of Kansas,Kansas,Prospect,null,7/24/20,United States,null,0016000001LlVyGAAV,CENTRAL
7/18/17,Mike Washington,Weightmans LLP,England,Prospect,null,3/5/20,United Kingdom,null,0016000001LiqtUAAR,EMEA
8/28/19,Shannon Kimball,Blue Cross of Idaho Health Service Inc,Idaho,Prospect,null,6/19/20,United States,null,0016000001LlLFlAAN,WEST
2/26/18,Vincent Steenhuis,Istituto Centrale delle Banche Popolari Italiane S.p.A.,null,Prospect,null,3/5/20,Italy,null,0010z00001RgA0dAAF,EMEA
2/4/19,Marilyn Von Hoenning,Federal Tax Administration Switzerland,null,Prospect,null,6/2/20,Switzerland,null,0010z00001RuJ65AAF,EMEA
4/16/19,Tho Yeong Chien,Infosys Limited - APAC,null,Prospective Partner,null,7/29/20,India,null,0010z00001SWl3rAAD,APAC
6/6/18,Kyle Graves,Industrial Alliance,Quebec,Prospect,null,3/10/20,Canada,null,0016000001Q4LLYAA3,NORTHEAST
5/1/20,Tho Yeong Chien,Standard Chartered Bank Singapore,null,Evaluation,null,7/29/20,Singapore,null,0010z00001Ql6yEAAR,APAC
6/19/20,Robert Neely,Close Brothers,England,Prospect,null,6/19/20,United Kingdom,null,0016000001JbX0SAAV,EMEA
6/15/17,Michael Kavalle,BGRS,Illinois,Prospect,null,6/19/20,United States,null,0016000001NO6wqAAD,MIDWEST
null,Tho Yeong Chien,Industrial and Commercial Bank of China (ICBC),Beijing,Prospect,null,7/29/20,China,null,0010z00001SW047AAD,APAC
7/15/20,Alexander Ramm,Aldi S�d,North Rhine-Westphalia,Prospect,null,7/1/20,Germany,null,0010z00001SUVQ0AAP,EMEA
12/19/17,Shannon Kimball,iovation,Oregon,Prospect,null,6/19/20,United States,null,0016000001MNxZEAA1,WEST
9/6/18,Tho Yeong Chien,China Construction Bank Corporation,Beijing,Prospect,null,7/29/20,China,null,0010z00001SW07GAAT,APAC
8/17/18,Gary Griffith,LORD Corporation,North Carolina,Prospect,null,6/19/20,United States,null,0016000001KE4cwAAD,SOUTHEAST
4/22/20,Simon Skinner,Ageas Insurance Limited,null,Prospect,null,6/19/20,United Kingdom,null,0010z00001WiONpAAN,EMEA
6/4/20,Alexander Ramm,KSB,null,Prospect,null,7/1/20,Germany,null,0010z00001ZrdDuAAJ,EMEA
6/2/20,Marilyn Von Hoenning,Landesbank Baden-W�rttemberg,Baden-W�rttemberg,Prospect,null,6/19/20,Germany,null,0016000001JcjNbAAJ,EMEA
10/31/19,Simon Skinner,Aldermore,null,Prospect,null,6/19/20,null,null,0010z00001WiONqAAN,EMEA
10/23/19,Simon Skinner,BNP Paribas Personal Finance,null,Prospect,null,6/19/20,null,null,0010z00001WiONtAAN,EMEA
10/31/19,Simon Skinner,British Land,null,Prospect,null,6/19/20,null,null,0010z00001WiONuAAN,EMEA
1/17/18,Shannon Kimball,Retail Payments Global Consulting Group LLC (RPGC),Washington,Prospect,null,3/11/20,United States,null,0016000001JcO8fAAF,WEST
7/13/18,Jason Pearson,Callidus Software Inc.,California,Prospect,null,6/15/20,United States,null,0010z00001SToe9AAD,WEST
9/30/19,Mike Washington,British United Provident Association (BUPA),null,Prospect,null,3/5/20,UK&I,null,0016000001KGOVMAA5,EMEA
5/3/20,Pavel Hruska,mBank S A,?�d? Voivodeship,Prospect,null,3/5/20,Poland,null,0010z00001SUW7eAAH,EMEA
6/25/20,Kateryna Hvastovich,Ernst & Young LLP - Cybersecurity,null,Partner,null,2/24/20,United States,null,0016000001KEonnAAD,SOUTHEAST
9/3/19,Simon Brender,Nomura,null,Prospect,null,7/29/20,Japan,null,0010z00001SW1HyAAL,APAC
3/17/20,Tom Sawyer,"Amazon Web Services, Inc.",Washington,Partner,null,6/10/20,United States,null,0016000001JbhOmAAJ,WEST
2/15/17,Gary Griffith,"INC Research, Inc.",North Carolina,Prospect,null,8/13/19,United States,null,0016000001KDWunAAH,SOUTHEAST
5/17/17,Jean-Noel Roncelli,Lombardia Informatica,Madrid,Prospect,null,3/5/20,Spain,null,0016000001JbWgmAAF,EMEA
5/23/18,Mike Washington,State Street Bank,England,Prospect,null,3/5/20,United Kingdom,null,0016000001JeTejAAF,EMEA
10/16/19,Ian Stocks,RS Components,null,Prospect,null,3/5/20,United Kingdom,null,0010z00001WiOK6AAN,EMEA
1/16/18,Zachery Peters,BlueCross BlueShield of North Dakota,North Dakota,Prospect,null,7/24/20,United States,null,0016000001LlLGoAAN,CENTRAL
null,Simon Brender,KB Financial Group,null,Prospect,null,6/19/20,"Korea, Republic of",null,0010z00001SW12XAAT,APAC
2/20/20,Michael Kavalle,Veradigm Health,null,Prospect,null,5/19/20,United States,null,0010z00001VEFvIAAX,SOUTHEAST
2/13/19,Gary Griffith,Georgia Tech Research Institute,Georgia,Prospect,null,2/24/20,United States,null,0016000001Jf8hXAAR,SOUTHEAST
8/10/17,Pavel Hruska,Czech post,null,Prospect,null,3/5/20,CZE,null,0016000001Ki4eHAAR,EMEA
null,Kateryna Hvastovich,AEC360,Georgia,Partner,null,11/22/19,United States,null,0016000001KHEzvAAH,SOUTHEAST
12/30/19,Gary Griffith,First Citizens Bancshares Inc.,North Carolina,Prospect,null,8/13/19,United States,null,0016000001Jdqx5AAB,SOUTHEAST
6/8/17,Tho Yeong Chien,Agoda,null,Prospect,null,7/29/20,Thailand,null,0016000001LOcu8AAD,APAC
null,Tho Yeong Chien,Singapore Airlines,null,Prospect,null,7/29/20,Singapore,null,0010z00001SW1L7AAL,APAC
5/20/20,Tho Yeong Chien,Bank Rakyat Indonesia,null,Prospect,null,7/29/20,Indonesia,null,0010z00001SW1LgAAL,APAC
10/17/18,Zachery Peters,PREMIER Bankcard LLC,South Dakota,Prospect,null,7/24/20,United States,null,0016000001JcP14AAF,CENTRAL
5/23/18,Mike Washington,Ricardo plc,England,Prospect,null,6/19/20,United Kingdom,null,0016000001NwIGFAA3,EMEA
7/3/19,Simon Brender,Axis Bank Ltd.,null,Prospect,null,7/29/20,India,null,0016000001KHEpHAAX,APAC
null,Simon Brender,Shinhan Financial Group,null,Prospect,null,6/19/20,"Korea, Republic of",null,0010z00001SW1KJAA1,APAC
5/16/19,Tho Yeong Chien,Singapore Prison Services (SPS),null,Prospect,null,7/29/20,Singapore,null,0010z00001VEE1lAAH,APAC
null,Simon Brender,HDFC Bank,Maharashtra,Prospect,null,7/29/20,India,null,0010z00001SW1KdAAL,APAC
1/4/18,Gary Griffith,Stratus Video,Florida,Prospect,null,6/19/20,United States,null,0010z00001QjeD2AAJ,SOUTHEAST
6/7/18,Simon Skinner,LCH.Clearnet Group Limited,England,Prospect,null,3/5/20,United Kingdom,null,0010z00001P8M0MAAV,EMEA
5/2/19,Adam Swaney,"DaVita Medical Group, Inc.",Colorado,Prospect,null,4/7/20,United States,null,0010z00001VEKVhAAP,WEST
3/21/18,Shannon Kimball,ClickBank,Idaho,Prospect,null,6/19/20,United States,null,0016000001LOCgFAAX,WEST
4/9/19,Pavel Hruska,X5 Retail Group,null,Prospect,null,3/5/20,Russian Federation,null,0010z00001SWk8uAAD,EMEA
4/13/20,Zachery Peters,Garmin Ltd.,Kansas,Prospect,null,7/28/20,United States,null,0016000001LNjSFAA1,CENTRAL
4/29/20,Tyler Bush,Anthem- DBG,null,Prospect,null,6/18/20,null,null,0010z00001TLtlcAAD,SOUTHEAST
3/24/17,Zachery Peters,Assurity Life Insurance Company,Nebraska,Prospect,null,7/24/20,United States,null,0016000001LhcNkAAJ,CENTRAL
6/21/18,Zachery Peters,City of Lincoln,Nebraska,Prospect,null,7/24/20,United States,null,0016000001NzvQZAAZ,CENTRAL
6/5/20,Marilyn Von Hoenning,SV SparkassenVersicherung Holding AG,Baden-W�rttemberg,Prospect,null,5/7/20,Germany,null,0010z00001QCVhcAAH,EMEA
5/23/19,Pavel Hruska,Czech Tax Authority,null,Prospect,null,3/5/20,CZE,null,0010z00001TLtaoAAD,EMEA
4/25/19,Gary Griffith,Apple Federal Credit Union,Virginia,Prospect,null,6/19/20,United States,null,0016000001Lkd7vAAB,SOUTHEAST
null,Tho Yeong Chien,Ant Financial,null,Prospect,null,7/29/20,China,null,0010z00001SW1LbAAL,APAC
11/20/18,Mike Washington,City University London,England,Prospect,null,6/19/20,United Kingdom,null,0010z00001Nn3oSAAR,EMEA
3/22/18,Pavel Hruska,Span,Zagreb,Prospect,null,3/5/20,Croatia,null,0016000001LhU0BAAV,EMEA
9/19/18,Vincent Steenhuis,ION,null,Prospect,null,4/13/20,Israel,null,0010z00001RuQUOAA3,EMEA
4/17/17,Mark Wagasky,Spectrum Loyalty,null,Prospect,null,4/13/20,Trinidad and Tobago,null,0016000001LjmXoAAJ,LATAM
9/26/19,Sonny Covington,"KBR, Inc.",Texas,Prospect,null,6/19/20,United States,null,0016000001Li7TeAAJ,CENTRAL
7/27/20,Pavel Hruska,AVAST,null,Prospect,null,6/19/20,Czech Republic,null,0010z00001STpUYAA1,EMEA
7/28/20,Shaunagh Roberts,La Mutuelle G�n�rale,null,Prospect,null,7/26/20,null,null,0010z00001aZkpzAAC,null
7/28/20,Shaunagh Roberts,La Mutuelle G�n�rale,null,Prospect,null,7/26/20,null,null,0010z00001aZkpyAAC,null
7/28/20,Shaunagh Roberts,La Mutuelle G�n�rale,null,Prospect,null,7/26/20,null,null,0010z00001aZkq0AAC,null
7/28/20,Shaunagh Roberts,La Mutuelle G�n�rale,null,Prospect,null,7/26/20,null,null,0010z00001aZkptAAC,null
7/28/20,Shaunagh Roberts,La Mutuelle G�n�rale,null,Prospect,null,7/26/20,null,null,0010z00001aZkpuAAC,null
7/28/20,Shaunagh Roberts,La Mutuelle G�n�rale,null,Prospect,null,7/26/20,null,null,0010z00001aZkpvAAC,null
7/28/20,Shaunagh Roberts,La Mutuelle G�n�rale,null,Prospect,null,7/26/20,null,null,0010z00001aZkpwAAC,null
7/28/20,Shaunagh Roberts,La Mutuelle G�n�rale,null,Prospect,null,7/26/20,null,null,0010z00001aZkpxAAC,null
7/18/17,Shannon Kimball,"Exterro, Inc.",Oregon,Prospect,null,3/11/20,United States,null,0016000001LiqtAAAR,WEST
5/8/17,Tyler Bush,"Payliance, Inc.",Ohio,Prospect,null,6/19/20,United States,null,0016000001LheNzAAJ,MIDWEST
2/6/19,Tho Yeong Chien,Sino-US United MetLife Insurance Company Limited (MetLife - China),null,Prospect,null,7/29/20,China,null,0010z00001QB5IFAA1,APAC
12/11/19,Vincent Steenhuis,United Bank Limited,null,Prospect,null,4/13/20,Pakistan,null,0010z00001QjSluAAF,EMEA
6/24/20,Tho Yeong Chien,Maybank of Singapore,null,Prospect,null,7/29/20,Singapore,null,0010z00001SW1M0AAL,APAC
7/21/20,Mark Ronson,Experian North America,California,Prospect,null,6/19/20,United States,null,00160000013ojtVAAQ,WEST
3/17/20,Shannon Kimball,Tableau Software,Washington,Non-Prospect,N - Not a lead (do not market),6/19/20,United States,null,00160000013nqnAAAQ,WEST
2/25/14,Gary Griffith,Printpack Inc.,Georgia,Prospect,null,2/24/20,United States,null,0016000000w18U3AAI,SOUTHEAST
7/31/19,Jean-Noel Roncelli,Banque Rothschild,null,Prospect,null,6/11/20,null,null,0010z00001WgkANAAZ,EMEA
9/28/19,Marilyn Von Hoenning,Deloitte Switzerland,null,Prospect,null,4/28/20,Switzerland,null,0010z00001WgkJTAAZ,EMEA
12/19/18,Gary Griffith,Under Armour,Maryland,Prospect,null,6/19/20,United States,null,00160000017ESRKAA4,NORTHEAST
3/7/16,Jean-Noel Roncelli,CLOUDERA FR,null,Non-Prospect,P - Partner,4/15/20,France,null,0016000001CkNHBAA3,EMEA
12/17/19,David Bain,Insurance Australia Group,New South Wales,Prospect,null,7/29/20,Australia,null,00160000014cVOKAA2,APAC
9/9/19,Vincent Steenhuis,Storm Reply,null,Prospect,null,3/5/20,Italy,null,0010z00001QjB8iAAF,EMEA
null,Simon Brender,Symphony Teleca Inc,null,Prospect,null,7/29/20,India,null,0016000000vQHIcAAO,APAC
7/23/20,Pavel Hruska,Rijkswaterstaat,null,Prospect,null,3/9/20,Netherlands,null,0010z00001WOoBDAA1,EMEA
null,Mark Ronson,Neuxus Capital,California,Prospect,null,6/15/20,United States,null,0010z00001WibTvAAJ,WEST
7/9/19,Mike Washington,Covea Insurance,England,Prospect,null,3/5/20,United Kingdom,null,0010z00001VEaMBAA1,EMEA
3/23/20,James Raspanti,Savvas Learning Co.,California,Customer,null,6/1/20,United States,United States of America,0010z00001WibPeAAJ,NORTHEAST
4/8/15,Gary Griffith,Surescripts,Virginia,Prospect,null,6/19/20,United States,null,00160000013aOuBAAU,SOUTHEAST
6/24/20,Marilyn Von Hoenning,Raiffeisen Bank International AG,null,Prospect,null,7/1/20,Austria,null,0010z00001P8uqSAAR,EMEA
6/6/19,Kateryna Hvastovich,MicroStrategy Deutschland GmbH,null,Prospective Partner,null,3/5/20,Germany,null,0016000001E375sAAB,EMEA
9/8/16,Gary Griffith,LivingSocial,DC,Prospect,null,6/6/19,USA,null,00160000017ESV2AAO,SOUTHEAST
10/2/18,Gary Griffith,General Dynamics Information Technology,Virginia,Prospect,null,6/19/20,United States,null,0016000001EsnlhAAB,SOUTHEAST
2/25/15,Joe Hliboki,Canfield Scientific,New Jersey,Prospect,null,6/19/20,United States,null,00160000015zYbFAAU,NORTHEAST
10/31/14,Mark Ronson,"NantHealth, LLC",California,Prospect,null,6/19/20,United States,null,00160000013Z6q7AAC,WEST
4/3/19,Mike Washington,EXL,England,Prospect,null,6/19/20,United Kingdom,null,0010z00001QiVpEAAV,EMEA
5/13/19,Tho Yeong Chien,Tech Target - Singapore,null,Prospective Partner,null,7/29/20,Singapore,null,0010z00001SVt1tAAD,APAC
12/7/17,Mark Ronson,"ICW Group, Inc.",California,Prospect,null,6/15/20,United States,null,00160000014aZ5TAAU,WEST
4/17/19,Vincent Steenhuis,Alice IT,null,Prospect,null,3/5/20,Italy,null,0010z00001QBisdAAD,EMEA
3/27/19,Vincent Steenhuis,Brembo S.p.A,null,Prospect,null,3/5/20,Italy,null,0010z00001QBis9AAD,EMEA
10/5/15,Mike Washington,Callcredit,England,Prospect,null,3/5/20,United Kingdom,null,00160000012pJNQAA2,EMEA
3/14/19,Gary Griffith,"ARRIS Group, Inc.",Georgia,Prospect,null,6/19/20,United States,null,0010z00001SVsF6AAL,SOUTHEAST
11/25/14,Gary Griffith,PetaStrategy,Georgia,Prospect,null,2/24/20,United States,null,00160000014aTvUAAU,SOUTHEAST
2/25/20,Gary Griffith,MATRIX,Georgia,Prospect,null,6/19/20,United States,null,0010z00001SVsEXAA1,SOUTHEAST
7/15/20,Tho Yeong Chien,Accenture - APAC,null,Prospective Partner,null,7/29/20,Singapore,null,0010z00001SVt0qAAD,APAC
7/21/20,Gary Griffith,Travelport,Georgia,Prospect,null,7/23/20,United States,null,0016000000oVEuLAAW,SOUTHEAST
6/22/16,Marilyn Von Hoenning,Festo AG & Co. KG,null,Prospect,null,4/28/20,Germany,null,0016000001CkSDFAA3,EMEA
1/21/13,Gary Griffith,i_SW,Virginia,Prospect,null,6/19/20,United States,null,0016000000ndQihAAE,SOUTHEAST
2/15/16,Kateryna Hvastovich,MapR Technologies SAS,null,Partner,P - Partner,3/5/20,France,null,0016000001CkNIEAA3,EMEA
4/9/20,Pavel Hruska,AEGON N.V.,null,Prospect,null,3/5/20,Netherlands,null,0016000001CkN8TAAV,EMEA
null,Pavel Hruska,Sberbank CZ,null,Prospect,null,3/5/20,CZE,null,0016000001MNU5gAAH,EMEA
null,Mike Washington,eventim,Bremen,Prospect,null,6/19/20,Germany,null,0016000001Nw1r9AAB,EMEA
6/4/20,Marilyn Von Hoenning,Continentale Krankenversicherung a.G.,null,Prospect,null,4/28/20,Germany,null,0010z00001QjB8sAAF,EMEA
8/14/18,Simon Brender,Alpha Zetta GmbH,null,Prospective Partner,null,7/29/20,null,null,0010z00001SVsxhAAD,APAC
1/7/14,Gary Griffith,TODO1 Services Inc,Florida,Prospect,null,2/24/20,United States,null,0016000000wgNx6AAE,SOUTHEAST
2/9/15,Gary Griffith,General Dynamics Fidelis Cybersecurity Solutions,Maryland,Prospect,null,6/18/20,United States,null,00160000013DpsoAAC,NORTHEAST
7/28/20,Shannon Kimball,Fortive,Washington,Prospect,null,7/23/20,United States,null,0010z00001YDGSCAA5,WEST
10/24/19,Alexander Ramm,Deutsche Bank Privat- und Gesch�ftskunden AG,Hesse,Prospect,null,7/1/20,Germany,null,00160000014c3ifAAA,EMEA
11/6/19,Marilyn Von Hoenning,Bisnode,null,Prospect,null,6/19/20,Sweden,null,0016000001Nw1i8AAB,EMEA
null,Gary Griffith,SE Grocers,Florida,Prospect,null,2/24/20,United States,null,0010z00001QD0iTAAT,SOUTHEAST
null,Sonny Covington,Torchmark Corporation,Texas,Prospect,null,6/19/20,United States,null,0016000001E20TtAAJ,CENTRAL
null,David Bain,Macquarie Telecom,New South Wales,Prospect,null,7/29/20,Australia,null,0016000001E10EfAAJ,APAC
7/30/20,Kateryna Hvastovich,EXASOL AG,Bavaria,Partner,null,7/24/20,Germany,null,0016000001E13LhAAJ,EMEA
4/29/19,Marilyn Von Hoenning,Porsche AG,null,Prospect,null,7/1/20,Germany,null,0010z00001SVsCHAA1,EMEA
7/7/20,Kateryna Hvastovich,Accenture Germany,Hesse,Prospective Partner,null,3/11/20,Germany,null,0016000001E1A2uAAF,EMEA
7/31/17,Patrick McGrath,Republic Bank,null,Prospect,null,6/19/20,Trinidad and Tobago,null,0016000001E10XfAAJ,LATAM
10/18/19,Marilyn Von Hoenning,Parf�merie Douglas GmbH,null,Prospect,null,4/28/20,Germany,null,0016000001E1PpPAAV,EMEA
8/1/19,Marilyn Von Hoenning,Karstadt Warenhaus GmbH,null,Prospect,null,4/28/20,Germany,null,0016000001E1Ps4AAF,EMEA
12/13/19,Gary Griffith,Gulfstream Aerospace Corporation,Georgia,Prospect,null,6/19/20,United States,null,0010z00001SVsEcAAL,SOUTHEAST
8/1/19,Jean-Noel Roncelli,IMA,null,Prospect,null,3/5/20,null,null,0010z00001WgkAwAAJ,EMEA
7/28/16,Shannon Kimball,BC Ferries,British Columbia,Prospect,null,6/19/20,Canada,null,0016000001EINXcAAP,WEST
6/7/19,Mike Washington,Virtual Clarity,null,Prospect,null,3/5/20,null,null,0010z00001V3PD1AAN,EMEA
null,Gary Griffith,Pindrop Security,Georgia,Prospect,null,2/24/20,United States,null,0016000001E2TUJAA3,SOUTHEAST
3/15/16,Pavel Hruska,Baloise Insurance,null,Prospect,null,3/5/20,BEL,null,0016000001E2DceAAF,EMEA
2/20/20,Jason Pearson,"NetApp, Inc.",California,Prospect,null,6/15/20,United States,null,0016000001EI1oGAAT,WEST
9/8/18,Adam Swaney,Children's Hospital Colorado,Colorado,Prospect,null,6/19/20,United States,null,0016000001EI4vsAAD,WEST
12/20/17,Shannon Kimball,WorkSafe BC,British Columbia,Prospect,null,6/19/20,Canada,null,0016000001EINXrAAP,WEST
null,Zachery Peters,Children's Mercy Hospitals and Clinics,Missouri,Prospect,null,7/24/20,United States,null,0016000001EHz3mAAD,CENTRAL
7/11/19,Kateryna Hvastovich,GuidePoint Security HQ,Virginia,Prospective Partner,null,6/19/20,United States,null,0016000001EI4M2AAL,SOUTHEAST
6/26/20,Jean-Noel Roncelli,Air Liquide,�le-de-France,Prospect,null,6/19/20,France,null,0016000001Eru4uAAB,EMEA
7/8/20,Jean-Noel Roncelli,Bollor�,�le-de-France,Prospect,null,7/8/20,France,null,0016000001Eru3IAAR,EMEA
6/26/19,Jean-Noel Roncelli,Leroy Merlin SA,null,Prospect,null,4/15/20,France,null,0016000001Eru3SAAR,EMEA
10/6/19,David Bain,Optus Systems Pty Limited,null,Prospect,null,7/29/20,Australia,null,0016000001ErwDNAAZ,APAC
7/8/20,Simon Skinner,Planet Payment (Fintrax),Dublin,Customer,null,7/28/20,Ireland,Ireland,0016000001EIVE6AAP,EMEA
2/11/20,Jean-Noel Roncelli,Airbus SAS,Occitanie,Prospect,null,6/19/20,France,null,0016000001Eru4BAAR,EMEA
12/3/18,Shannon Kimball,Avanade Inc.,Washington,Prospect,null,6/19/20,United States,null,0016000001Eru46AAB,WEST
6/4/19,Jean-Noel Roncelli,Sephora SA,�le-de-France,Prospect,null,6/19/20,France,null,0016000001Eru4pAAB,EMEA
6/5/19,Jean-Noel Roncelli,Somfy SA,Auvergne-Rh�ne-Alpes,Prospect,null,6/19/20,France,null,0016000001Eru3PAAR,EMEA
1/9/20,Jean-Noel Roncelli,Groupama SA,�le-de-France,Prospect,null,6/19/20,France,null,0016000001Eru2eAAB,EMEA
1/22/20,Kyle Graves,GE Renewable Energy,New York,Prospect,null,6/19/20,United States,null,0010z00001WOg1HAAT,NORTHEAST
6/5/19,Maxime Tissot-Favre,Lagard�re SCA,null,Prospect,null,2/13/20,France,null,0016000001Eru1vAAB,SOUTHEAST
3/4/19,Mike Washington,Dentsu Aegis Network,England,Prospect,null,3/5/20,United Kingdom,null,0016000001Eru4GAAR,EMEA
6/4/19,Jean-Noel Roncelli,Pole Emploi,null,Prospect,null,4/15/20,France,null,0016000001Eru33AAB,EMEA
6/5/19,Maxime Tissot-Favre,Alten,�le-de-France,Prospect,null,6/19/20,France,null,0016000001Eru1WAAR,SOUTHEAST
6/25/19,Jean-Noel Roncelli,PSA Peugeot Citro�n,�le-de-France,Prospect,null,6/19/20,France,null,0016000001Eru1XAAR,EMEA
6/6/19,Jean-Noel Roncelli,L'Occitane en Provence,null,Prospect,null,3/5/20,France,null,0016000001Eru2AAAR,EMEA
6/30/20,Jean-Noel Roncelli,Danone,�le-de-France,Prospect,null,6/19/20,France,null,0016000001Eru2BAAR,EMEA
6/26/19,Jean-Noel Roncelli,Solocal Group,�le-de-France,Prospect,null,6/19/20,France,null,0016000001Eru41AAB,EMEA
6/4/19,Jean-Noel Roncelli,Banque PSA Finance,null,Prospect,null,3/5/20,France,null,0016000001Eru42AAB,EMEA
6/6/19,Jean-Noel Roncelli,Voyages SNCF,null,Prospect,null,3/27/20,France,null,0016000001Eru1qAAB,EMEA
6/4/19,Jean-Noel Roncelli,IFP �nergies nouvelles,null,Prospect,null,4/15/20,France,null,0016000001Eru38AAB,EMEA
6/4/19,Jean-Noel Roncelli,CGG,�le-de-France,Prospect,null,6/19/20,France,null,0016000001Eru2PAAR,EMEA
4/19/19,Vincent Steenhuis,Ericsson IT Solutions & Services SpA,Rome,Prospect,null,3/5/20,Italy,null,0016000001EIRplAAH,EMEA
4/3/19,Pavel Hruska,NGDATA Europe,Gent,Prospect,null,3/5/20,Belgium,null,0016000001Ernc1AAB,EMEA
