LastActivity,AccountOwner,AccountName,State/Province,Type,Rating,LastModifiedDate,Country,HQCountry,AccountId,Region
null,Mark Ronson,CrowdRise,California,Prospect,null,6/19/20,United States,null,0016000001HCBhCAAX,WEST
6/7/19,Simon Skinner,Three,England,Prospect,null,3/5/20,United Kingdom,null,0016000001HDK9eAAH,EMEA
7/20/18,Sonny Covington,ExxonMobil,Texas,Prospect,null,6/19/20,United States,null,0016000001HDyBhAAL,CENTRAL
2/25/19,Gary Griffith,Bureau of Safety and Environmental Enforcement (BSEE),District of Columbia,Prospect,null,6/18/20,United States,null,0016000001Ge3g6AAB,NORTHEAST
5/27/20,Mark Ronson,UCLA Health,California,Prospect,null,6/19/20,United States,null,0016000001HDEXoAAP,WEST
1/25/18,Pavel Hruska,Datalumen NV,null,Prospective Partner,null,3/5/20,Belgium,null,0016000001HEGmCAAX,EMEA
6/17/20,Mark Ronson,Core Digital Media - CDM - LMB Mortgage Services,California,Customer,null,7/20/20,United States,United States of America,0016000001HDBk6AAH,WEST
4/3/20,Marilyn Von Hoenning,Allianz SE,Bavaria,Prospect,null,6/19/20,Germany,null,0016000001HCay3AAD,EMEA
6/15/18,Mike Washington,The AA (Automobile Association),England,Prospect,null,3/5/20,United Kingdom,null,0016000001GgCugAAF,EMEA
7/9/20,Kyle Graves,Interac,Ontario,Customer,B - Possible project (within 3-9 mths),6/22/20,Canada,Canada,0016000001HEPGHAA5,NORTHEAST
null,Kateryna Hvastovich,CIS Corporate,Mexico State,Ex-Partner,null,11/22/19,Mexico,null,0016000001HDyGmAAL,LATAM
5/4/20,Marilyn Von Hoenning,Bertelsmann AG,North Rhine-Westphalia,Prospect,null,6/19/20,Germany,null,0016000001GgFYLAA3,EMEA
10/6/16,Mike Washington,Elavon Financial Services Ltd.,Dublin,Prospect,null,3/5/20,Ireland,null,0016000001HDfDgAAL,EMEA
2/23/19,Simon Skinner,Vanquis Bank,England,Prospect,null,6/19/20,United Kingdom,null,0016000001GgrvFAAR,EMEA
6/6/18,Mike Washington,Metropolitan Police Force,England,Prospect,null,6/19/20,United Kingdom,null,0016000001GgJIuAAN,EMEA
7/12/19,Tho Yeong Chien,Singapore Polytechnic,null,Prospect,null,7/29/20,Singapore,null,0010z00001WP7doAAD,APAC
2/13/20,Gary Griffith,Trellance,Florida,Prospect,null,2/7/20,United States,null,0010z00001YBZq4AAH,SOUTHEAST
3/27/20,Mark Wagasky,RELX,null,Prospect,null,4/13/20,null,null,0010z00001YD29TAAT,NORTHEAST
7/18/20,Ian Stocks,Besedo,null,Prospect,null,5/14/20,Malta,null,0010z00001Zr4HGAAZ,EMEA
10/17/18,Mike Washington,ESCP Europe,England,Prospect,null,3/5/20,United Kingdom,null,0010z00001SX6sqAAD,EMEA
12/4/19,Mark Ronson,PacWest Bancorp,California,Prospect,null,6/15/20,United States,null,0010z00001V3uqtAAB,WEST
6/19/20,Tom Sawyer,Snowflake Inc.,California,Partner,N - Not a lead (do not market),6/30/20,United States,null,0010z00001TLfhVAAT,WEST
10/22/19,Simon Brender,Tokio Marine Holdings,Tokyo,Prospect,B - Possible project (within 3-9 mths),7/29/20,Japan,null,0010z00001YADVpAAP,APAC
11/18/19,Simon Brender,Toshiba International,Tokyo,Prospect,null,6/19/20,Japan,null,0010z00001YADVqAAP,APAC
null,Simon Brender,Fuji Xerox,Tokyo,Prospect,null,6/19/20,Japan,null,0010z00001YADVrAAP,APAC
null,Simon Brender,Hitachi,Tokyo,Prospect,null,6/19/20,Japan,null,0010z00001YADVsAAP,APAC
null,Simon Brender,Japan Airlines,Tokyo,Prospect,null,6/19/20,Japan,null,0010z00001YADVaAAP,APAC
null,Simon Brender,Japan Post Holdings,Tokyo,Prospect,null,6/19/20,Japan,null,0010z00001YADVbAAP,APAC
null,Simon Brender,Konica Minolta Global,Tokyo,Prospect,null,6/19/20,Japan,null,0010z00001YADVcAAP,APAC
null,Simon Brender,Line Corporation,Tokyo,Prospect,null,6/19/20,Japan,null,0010z00001YADVdAAP,APAC
null,Simon Brender,Meiji Yasuda,Tokyo,Prospect,null,6/19/20,Japan,null,0010z00001YADVeAAP,APAC
null,Simon Brender,Mitsubishi Corporation,Tokyo,Prospect,null,6/19/20,Japan,null,0010z00001YADVfAAP,APAC
null,Simon Brender,Mitsubishi Electric,Tokyo,Prospect,null,6/19/20,Japan,null,0010z00001YADVgAAP,APAC
null,Simon Brender,Mitsubishi Heavy Industries,Tokyo,Prospect,null,6/19/20,Japan,null,0010z00001YADVhAAP,APAC
null,Simon Brender,Honda Motor,Tokyo,Prospect,null,6/19/20,Japan,null,0010z00001YADVtAAP,APAC
null,Simon Brender,Isuzu Motors,Tokyo,Prospect,null,6/19/20,Japan,null,0010z00001YADVuAAP,APAC
null,Simon Brender,au KDDI,Tokyo,Prospect,null,7/29/20,Japan,Japan,0010z00001YADVvAAP,APAC
8/29/19,Simon Brender,Mizuho Financial Group,Tokyo,Prospect,null,6/19/20,Japan,null,0010z00001YADVwAAP,APAC
null,Simon Brender,Nikon,Tokyo,Prospect,null,6/19/20,Japan,null,0010z00001YADVxAAP,APAC
null,Simon Brender,OMRON Group,Tokyo,Prospect,null,6/19/20,Japan,null,0010z00001YADVyAAP,APAC
null,Simon Brender,Panasonic Corporation,Tokyo,Prospect,null,6/19/20,Japan,null,0010z00001YADVzAAP,APAC
null,Simon Brender,Sumitomo Mitsui Trust Bank,Tokyo,Prospect,null,7/29/20,Japan,null,0010z00001YADW0AAP,APAC
null,Simon Brender,Toyota Motor Corporation,Tokyo,Prospect,null,6/19/20,Japan,null,0010z00001YADW1AAP,APAC
9/18/19,Tho Yeong Chien,MS&AD Insurance Group Holdings,Tokyo,Prospect,null,7/3/20,Japan,null,0010z00001YADW2AAP,APAC
5/12/20,Jean-Noel Roncelli,Schneider Electric SA,�le-de-France,Prospect,null,6/19/20,France,null,0010z00001TLlrZAAT,EMEA
null,Simon Brender,Nomura Holdings,Tokyo,Prospect,null,6/19/20,Japan,null,0010z00001YADW3AAP,APAC
null,Simon Brender,Ricoh Company,Tokyo,Prospect,null,6/19/20,Japan,null,0010z00001YADW4AAP,APAC
null,Simon Brender,Sony,Tokyo,Prospect,null,7/29/20,Japan,null,0010z00001YADW5AAP,APAC
null,David Bain,Yarra Valley Water,null,Prospect,null,7/29/20,null,null,0010z00001YADegAAH,APAC
null,Simon Brender,Nexon,Tokyo,Prospect,null,6/19/20,Japan,null,0010z00001YADVjAAP,APAC
null,Simon Brender,Olympus,Tokyo,Prospect,null,6/19/20,Japan,null,0010z00001YADVkAAP,APAC
null,Tho Yeong Chien,Recruit Holdings,Tokyo,Prospect,null,7/3/20,Japan,null,0010z00001YADVlAAP,APAC
null,Simon Brender,Seven & I Holdings,Tokyo,Prospect,null,7/29/20,Japan,Japan,0010z00001YADVmAAP,APAC
null,Simon Brender,Sompo Japan Nipponkoa Holdings,Tokyo,Prospect,null,6/19/20,Japan,null,0010z00001YADVnAAP,APAC
null,Tho Yeong Chien,Square Enix,Tokyo,Prospect,null,7/3/20,Japan,null,0010z00001YADVoAAP,APAC
7/30/20,Pavel Hruska,Bank Santander Poland,null,Prospect,B - Possible project (within 3-9 mths),3/5/20,Poland,null,0010z00001TLiPVAA1,EMEA
4/16/20,Tho Yeong Chien,Fullerton Financial Holdings,null,Prospect,null,7/29/20,Singapore,null,0010z00001TM567AAD,APAC
3/27/20,Jason Pearson,Ellucian,California,Prospect,null,6/15/20,United States,null,0010z00001YD29OAAT,WEST
10/4/19,Pavel Hruska,Global Payments s.r.o.,null,Prospect,null,3/5/20,Czech Republic,null,0010z00001TM0LmAAL,EMEA
2/11/19,Gary Griffith,"Technology Association of Georgia, Inc.",Georgia,Non-Prospect,null,2/24/20,United States,null,0010z00001TMHKuAAP,SOUTHEAST
null,Kateryna Hvastovich,EY Cyber,null,Partner/Customer,null,11/22/19,null,null,0010z00001VEkhZAAT,SOUTHEAST
null,Marilyn Von Hoenning,EDEKA - S�d West,null,Prospect,null,4/28/20,Germany,null,0010z00001TLztqAAD,EMEA
null,Marilyn Von Hoenning,EDEKA Nord mbH,null,Prospect,null,4/28/20,Germany,null,0010z00001TLztsAAD,EMEA
8/5/19,Marilyn Von Hoenning,Netto Marken-Discount AG & Co. KG,null,Prospect,null,4/28/20,null,null,0010z00001TLztyAAD,EMEA
null,Marilyn Von Hoenning,EDEKA Nordbayern-Sachsen-Th�ringen,null,Prospect,null,4/28/20,Germany,null,0010z00001TLztzAAD,EMEA
3/27/20,Dillon Fugate,Medical Facilities of America,null,Prospect,null,3/27/20,null,null,0010z00001YD2EtAAL,SOUTHEAST
null,Jean-Noel Roncelli,LVMH,null,Prospect,null,3/31/20,null,null,0010z00001YD8skAAD,EMEA
4/29/20,Simon Skinner,Clydesdale Yorkshire Bank Group,null,Prospect,null,6/19/20,null,null,0010z00001WhlIsAAJ,EMEA
7/4/19,Jean-Noel Roncelli,Abanca,null,Prospect,null,6/19/20,Spain,null,0010z00001V4RfyAAF,EMEA
7/6/20,Tho Yeong Chien,Singapore Health Services,null,Prospect,null,7/29/20,null,null,0010z00001ZqpaXAAR,APAC
null,Amy Rankin,Aerovironment,null,Prospect,null,5/7/20,null,null,0010z00001YBr4UAAT,WEST
9/24/19,Tho Yeong Chien,"Agency for Science, Technology and Research (A*STAR)",null,Prospect,null,7/29/20,Singapore,null,0010z00001VE4BNAA1,APAC
8/29/19,Ian Stocks,Vendorcom,null,Prospect,null,3/9/20,null,null,0010z00001Wh4x9AAB,EMEA
11/9/18,Kyle Graves,Insticator Inc,New York,Prospect,null,8/13/19,United States,null,0010z00001TMgpZAAT,NORTHEAST
7/30/20,Robert Neely,Investec,null,Prospect,null,6/19/20,null,null,0010z00001WhlItAAJ,EMEA
null,Tho Yeong Chien,"Ministry of Culture, Community and Youth (MCCY)",null,Prospect,null,7/29/20,Singapore,null,0010z00001Zqg0CAAR,APAC
2/20/20,Mark Ronson,Ten-X,California,Prospect,null,6/19/20,United States,null,0010z00001TMbciAAD,WEST
7/25/19,Patrick McGrath,SmileDirectClub,Tennessee,Prospect,null,6/19/20,United States,null,0010z00001TMcs7AAD,SOUTHEAST
8/28/19,Ian Stocks,Paysafe Bulgaria,null,Prospect,null,7/16/19,Bulgaria,null,0010z00001VE6DjAAL,ROW
null,Earnest Boo,Globe Telecom,null,Prospect,null,7/21/20,null,null,0010z00001ZrmuGAAR,null
null,Earnest Boo,Gojek,null,Prospect,null,6/12/20,null,null,0010z00001ZrmuHAAR,null
7/22/20,Robert Neely,Willis Towers Watson,Virginia,Prospect,C - General Interest (cont. to market),6/19/20,United States,null,0010z00001WhlLSAAZ,EMEA
7/28/20,Christopher Marra,Dollar Financial Corporation,null,Prospect,null,7/2/20,United States,null,0010z00001V3PXQAA3,NORTHEAST
5/26/20,Tho Yeong Chien,NTUC Income,null,Prospect,null,7/29/20,null,null,0010z00001ZqpeFAAR,APAC
null,Earnest Boo,National Trades Union Congress,null,Prospect,null,6/12/20,null,null,0010z00001ZrmuXAAR,null
null,Earnest Boo,National Trades Union Congress,null,Prospect,null,6/12/20,null,null,0010z00001ZrmuYAAR,null
2/28/19,Adam Swaney,Holland & Hart LLP,Colorado,Prospect,null,4/7/20,United States,null,0010z00001TNDivAAH,WEST
1/22/19,Mark Wagasky,BAC Credomatic,null,Prospect,null,11/8/19,null,null,0010z00001TNO10AAH,SOUTHEAST
null,Earnest Boo,PT AIA Financial Indonesia,null,Prospect,null,6/12/20,null,null,0010z00001ZrmudAAB,null
null,Earnest Boo,Permatabank,null,Prospect,null,6/12/20,null,null,0010z00001ZrmucAAB,null
null,Earnest Boo,PT Bank Commonwealth,null,Prospect,null,6/12/20,null,null,0010z00001ZrmueAAB,null
null,Earnest Boo,NE Digital,null,Prospect,null,6/12/20,null,null,0010z00001ZrmuZAAR,null
11/14/19,Jean-Noel Roncelli,Pagegroup,null,Prospect,null,5/7/20,null,null,0010z00001WhxxyAAB,EMEA
null,Earnest Boo,Nexus Technologies,null,Prospect,null,6/12/20,null,null,0010z00001ZrmuaAAB,null
11/18/19,Marilyn Von Hoenning,Al Tayer Group,null,Prospect,null,3/5/20,United Arab Emirates,null,0010z00001WgkSMAAZ,EMEA
10/1/19,Marilyn Von Hoenning,Schonhofer Sales and Engineering GmbH,null,Prospect,null,4/28/20,Germany,null,0010z00001WiZ0PAAV,EMEA
12/30/19,Vincent Steenhuis,"MDC Business Management Services, A Mubadala Company",null,Prospect,null,3/5/20,United Arab Emirates,null,0010z00001WicS1AAJ,EMEA
12/13/19,Marilyn Von Hoenning,STC Pay,null,Prospect,null,3/5/20,null,null,0010z00001WicUgAAJ,EMEA
2/19/15,Kyle Graves,TransUnion Canada,Ontario,Prospect,null,2/27/20,Canada,null,0016000000oUCIwAAO,NORTHEAST
6/10/20,Marilyn Von Hoenning,Virtusa,null,Prospect,null,6/19/20,null,null,0010z00001WicS6AAJ,EMEA
4/3/14,Shannon Kimball,City of Bellevue,Washington,Prospect,null,3/11/20,United States,null,0016000000p5doLAAQ,WEST
7/6/20,Mark Ronson,Molina Healthcare,California,Prospect,null,6/19/20,United States,null,0016000001A155AAAR,WEST
8/5/19,Jean-Noel Roncelli,Macif,null,Prospect,null,5/7/20,null,null,0010z00001WgksHAAR,EMEA
11/22/19,Marilyn Von Hoenning,Ernst & Young GmbH,North Rhine-Westphalia,Prospect,null,6/19/20,Germany,null,0010z00001WiYysAAF,EMEA
1/29/14,Michael Kavalle,"Delta Dental, Illinois",Illinois,Prospect,null,4/1/20,United States,null,0016000000ppfjVAAQ,MIDWEST
10/31/19,Simon Skinner,Beazley plc,null,Prospect,null,3/5/20,United Kingdom,null,0010z00001WiNGuAAN,EMEA
6/28/19,Ian Stocks,Covea Insurance UK,England,Prospect,null,3/5/20,United Kingdom,null,0010z00001VEalgAAD,EMEA
2/4/13,Gary Griffith,Noblis Inc,Virginia,Prospect,null,6/19/20,United States,null,0016000000mOLWeAAO,SOUTHEAST
3/8/18,Mike Washington,Sainsbury's Bank,England,Prospect,A - Active project (within 3 to 6  mths),6/19/20,United Kingdom,null,0016000000p61CgAAI,EMEA
2/20/20,Mark Ronson,"Hulu, LLC",California,Prospect,null,6/15/20,United States,null,0010z00001V418kAAB,WEST
6/9/14,Simon Brender,Intec Inc.,null,Ex-Customer,null,6/6/19,JPN,null,0016000000m916iAAA,APAC
3/28/19,Marilyn Von Hoenning,Deutsche Post,North Rhine-Westphalia,Prospect,B - Possible project (within 3-9 mths),6/19/20,Germany,null,0016000000mOXUSAA4,EMEA
6/19/13,Tyler Bush,TK Holdings Inc.,Michigan,Prospect,null,6/18/20,United States,null,0016000000oXGPTAA4,SOUTHEAST
5/4/15,Adam Swaney,Datalogix,Colorado,Prospect,null,4/7/20,United States,null,0016000000pQfKmAAK,WEST
7/6/15,Gary Griffith,"Farelogix, Inc.",Florida,Prospect,null,6/19/20,United States,null,00160000018D2iMAAS,SOUTHEAST
12/9/19,Mark Ronson,Daybreak Game Company,California,Prospect,null,6/19/20,United States,null,0016000001MHuWRAA1,WEST
4/16/19,Pavel Hruska,Telenet,null,Prospect,null,6/19/20,Belgium,null,00160000019JsNgAAK,EMEA
null,Sonny Covington,Aegis,Texas,Prospect,null,6/19/20,United States,null,0016000000oBoPwAAK,CENTRAL
3/13/19,Shannon Kimball,World Vision Inc.,Washington,Prospect,null,6/19/20,United States,null,0016000000oV07zAAC,WEST
5/8/18,Mike Washington,CSC Sverige AB,Solna,Prospect,null,3/5/20,Sweden,null,0016000001D2Z9sAAF,EMEA
7/30/20,Alexander Ramm,Credit Suisse Group AG,null,Prospect,C - General Interest (cont. to market),7/1/20,Switzerland,null,0016000000p542PAAQ,EMEA
2/13/18,Pavel Hruska,Procter & Gamble Polska,null,Prospect,null,3/5/20,Poland,null,0010z00001P9DsIAAV,EMEA
6/18/19,Tyler Bush,Kellogg Co.,Michigan,Prospect,null,6/19/20,United States,null,0016000000otegyAAA,SOUTHEAST
7/7/20,Kateryna Hvastovich,Teradata Corporation,Ohio,Partner,null,3/13/20,United States,null,0010z00001QiRlwAAF,MIDWEST
null,Marilyn Von Hoenning,ABB Ltd,null,Prospect,null,6/19/20,Switzerland,null,0016000001NI3KIAA1,EMEA
8/2/19,Pavel Hruska,Volkswagen/Skoda Auto,null,Prospect,B - Possible project (within 3-9 mths),6/19/20,Czech Republic,null,0010z00001QBszJAAT,EMEA
null,Marilyn Von Hoenning,Red Bull Gmbh,null,Prospect,null,5/7/20,null,null,0010z00001WgdnnAAB,EMEA
3/5/13,Gary Griffith,American Federation of Teachers (AFT),DC,Prospect,null,9/14/19,United States,null,0016000000iRUv5AAG,SOUTHEAST
11/28/19,Grace Denne,Humanis,null,Prospect,null,6/19/20,France,null,0010z00001Wj9GBAAZ,null
4/22/20,Marilyn Von Hoenning,Deutsche Bahn Cargo AG,Rhineland-Palatinate,Prospect,null,6/30/20,Germany,Germany,0010z00001ZsG06AAF,EMEA
2/27/13,Adam Swaney,ClearGate,Nevada,Prospect,null,2/26/20,United States,null,0016000000oX53BAAS,WEST
null,Mike Washington,Permanent TSB,Dublin,Prospect,null,6/19/20,Ireland,null,0016000000lilYBAAY,EMEA
7/29/20,Marilyn Von Hoenning,KG EOS Holding GmbH&CO,Hamburg,Customer,B - Possible project (within 3-9 mths),7/9/20,Germany,Germany,0016000000jFVzgAAG,EMEA
12/11/15,Marilyn Von Hoenning,UniCredit Business Integrated Solutions Austria GmbH,null,Prospect,N - Not a lead (do not market),4/28/20,Austria,null,0016000000p5OyqAAE,EMEA
7/31/13,Tyler Bush,ITC Holdings Corp.,Michigan,Prospect,null,6/18/20,United States,null,0016000000oWvFOAA0,SOUTHEAST
9/28/12,Vincent Steenhuis,FranceTV,null,Prospect,C - General Interest (cont. to market),6/10/20,France,null,0016000000p5NimAAE,EMEA
2/27/19,Sonny Covington,AT&T Hosting Services,Texas,Prospect,null,6/19/20,United States,null,0016000000jUN7WAAW,CENTRAL
3/17/17,Adam Swaney,Nelnet Inc. HQ,Nevada,Prospect,null,2/26/20,United States,null,0016000001GHnZ1AAL,WEST
12/17/13,Vincent Steenhuis,OSB,Bavaria,Prospect,null,6/19/20,Germany,null,0016000000vQcwzAAC,EMEA
10/17/19,Marilyn Von Hoenning,Telef�nica Deutschland Holding AG,Bavaria,Prospect,C - General Interest (cont. to market),6/19/20,Germany,null,0016000000ljizQAAQ,EMEA
10/2/18,Tyler Bush,Indiana University Health,Indiana,Prospect,null,6/19/20,United States,null,0016000000oWbwvAAC,SOUTHEAST
10/15/18,Tho Yeong Chien,Hanwha Galleria Department Store,null,Ex-Customer,null,7/3/20,"Korea, Republic of",null,0016000000jC0wxAAC,APAC
null,Marilyn Von Hoenning,SOGEI,null,Prospect,null,7/15/20,null,null,0010z00001WiNKmAAN,EMEA
3/19/13,Pavel Hruska,Office Depot Europe B.V.,null,Prospect,B - Possible project (within 3-9 mths),3/5/20,NLD,null,0016000000p5NfYAAU,EMEA
7/24/20,Marilyn Von Hoenning,Hermes Germany GmbH,Hamburg,Prospect,B - Possible project (within 3-9 mths),7/2/20,Germany,null,0016000000jFW1YAAW,EMEA
null,Kyle Graves,"AJB Software Design, Inc",Ontario,Prospect,null,2/27/20,Canada,null,0016000000jTeStAAK,NORTHEAST
8/5/19,Jean-Noel Roncelli,Sopra-Steria France,null,Prospect,null,3/5/20,null,null,0010z00001WgkxhAAB,EMEA
10/4/18,Shannon Kimball,WestJet Airlines Ltd.,Alberta,Prospect,null,6/19/20,Canada,null,0016000000jTKHrAAO,WEST
4/17/14,Tyler Bush,"Vantiv, LLC",Ohio,Prospect,null,3/13/20,United States,null,0016000000jTLzrAAG,MIDWEST
5/21/14,Joe Hliboki,Modell's Sporting Goods,New York,Prospect,null,6/19/20,United States,null,0016000000jF3l5AAC,NORTHEAST
11/15/19,Tho Yeong Chien,DMG Media,null,Prospect,null,7/29/20,United Kingdom,null,0010z00001WjCI4AAN,APAC
4/28/20,Mike Washington,Telia Company AB,null,Prospect,null,6/19/20,Sweden,null,0010z00001SUVMSAA5,EMEA
1/2/20,Alexander Ramm,KfW Bankengruppe,Hesse,Prospect,null,7/1/20,Germany,null,0016000001JbWsJAAV,EMEA
10/23/19,Simon Skinner,BGL Group,England,Prospect,null,6/19/20,United Kingdom,null,0016000001JbfxWAAR,EMEA
2/7/19,Mike Washington,Sandvik AB,null,Prospect,null,6/19/20,Sweden,null,0010z00001SUVGgAAP,EMEA
1/21/20,Vincent Steenhuis,Unione di Banche Italiane S.c.p.A.,null,Prospect,null,3/5/20,Italy,null,0010z00001SUWApAAP,EMEA
4/4/19,Kateryna Hvastovich,Tech Mahindra USA,Texas,Prospective Partner,null,3/12/20,United States,null,0016000001JcRuSAAV,CENTRAL
8/2/19,Kateryna Hvastovich,Tech Mahindra UK,null,Partner,null,3/5/20,United Kingdom,null,0010z00001VEeRWAA1,EMEA
10/31/19,Simon Skinner,esure Group,null,Prospect,null,6/19/20,null,null,0010z00001WiONwAAN,EMEA
4/29/20,Simon Skinner,Jardine Lloyd Thompson,null,Prospect,null,6/19/20,null,null,0010z00001WiONzAAN,EMEA
2/19/19,Gary Griffith,Kabbage Inc.,Georgia,Prospect,null,2/24/20,United States,null,0016000001JdlrIAAR,SOUTHEAST
10/1/18,Gary Griffith,RTI International,North Carolina,Prospect,null,6/19/20,United States,null,0016000001JbhTmAAJ,SOUTHEAST
4/17/19,Pavel Hruska,O2 CZ,Hlavn� m?sto Praha,Prospect,null,3/5/20,Czech Republic,null,0016000001JbfytAAB,EMEA
1/30/17,Simon Brender,DCB Bank,null,Prospect,null,7/29/20,India,null,0016000001KEa4FAAT,APAC
6/28/19,Mike Washington,Sky,England,Ex-Customer,null,6/19/20,United Kingdom,null,0016000001KGNs5AAH,EMEA
4/7/20,Mike Washington,Ernst & Young Global Limited - HQ,England,Prospect,null,3/5/20,United Kingdom,null,0016000001JfISNAA3,EMEA
7/30/20,Simon Skinner,UBS UK,England,Prospect,null,5/8/20,United Kingdom,null,0016000001OUWmIAAX,EMEA
7/28/20,Gary Griffith,"Blackbaud, Inc.",South Carolina,Prospect,null,6/19/20,United States,null,0016000001JeLiaAAF,SOUTHEAST
7/30/20,Marilyn Von Hoenning,Siemens Healthineers AG,null,Prospect,null,7/20/20,Germany,null,0016000001JcjUwAAJ,EMEA
10/31/19,Simon Skinner,Simplyhealth,England,Prospect,null,6/19/20,United Kingdom,null,0010z00001WiOO7AAN,EMEA
7/30/20,Simon Skinner,Skipton Building Society,null,Prospect,null,6/19/20,null,null,0010z00001WiOO8AAN,EMEA
3/7/17,Sonny Covington,"Thru, Inc",Texas,Prospect,null,5/14/20,United States,null,0016000001LNeVNAA1,CENTRAL
4/8/20,Simon Skinner,Ulster Bank,null,Prospect,null,6/19/20,null,null,0010z00001WiOOAAA3,EMEA
4/29/20,Simon Skinner,Travelex,null,Prospect,null,6/19/20,null,null,0010z00001WiOO9AAN,EMEA
null,Adam Swaney,ThinkTank,Colorado,Prospect,null,4/7/20,United States,null,0016000001LOEkiAAH,WEST
3/30/17,Mike Washington,Barratt Developments PLC,England,Prospect,null,6/19/20,United Kingdom,null,0016000001LhSmEAAV,EMEA
2/19/18,Marilyn Von Hoenning,emnos GmbH,Bavaria,Prospect,null,4/28/20,Germany,null,0010z00001R7E6IAAV,EMEA
3/29/19,Marilyn Von Hoenning,Erste Bank der oesterreichischen Sparkassen AG,Vienna,Prospect,null,6/19/20,Austria,null,0010z00001Ru4C0AAJ,EMEA
6/24/20,Tho Yeong Chien,Malayan Banking Berhad,null,Prospect,null,7/29/20,Malaysia,null,0010z00001V3J6lAAF,APAC
2/22/19,Patrick McGrath,Heritage South Community Credit Union,Tennessee,Prospect,null,8/13/19,United States,null,0010z00001TPIfkAAH,SOUTHEAST
7/17/19,Marilyn Von Hoenning,Swiss Post,null,Prospect,null,6/19/20,Switzerland,null,0016000001LPS7XAAX,EMEA
3/2/18,Tyler Bush,Peoples Natural Gas Company LLC,Pennsylvania,Prospect,null,6/19/20,United States,null,0016000001KkWCWAA3,MIDWEST
null,Simon Brender,Hana Financial Group,null,Prospect,null,6/19/20,"Korea, Republic of",null,0010z00001SW1L2AAL,APAC
null,Pavel Hruska,O2MC,null,Prospect,B - Possible project (within 3-9 mths),3/5/20,Netherlands,null,0016000001LQKpyAAH,EMEA
5/29/19,Ian Stocks,Diageo UK,null,Prospect,null,3/5/20,null,null,0010z00001VEf1vAAD,EMEA
null,Kateryna Hvastovich,MYHEALTHQ LLC,Georgia,Partner,null,11/22/19,United States,null,0016000001LhbGRAAZ,SOUTHEAST
12/15/17,Pavel Hruska,Tryamm,null,Prospect,null,3/5/20,Romania,null,0010z00001QiopqAAB,EMEA
6/21/17,Marilyn Von Hoenning,EVO Payments International GmbH,North Rhine-Westphalia,Prospect,null,4/28/20,Germany,null,0016000001LPyUqAAL,EMEA
3/21/20,Jason Pearson,TrueAccord,California,Prospect,null,6/19/20,United States,null,0010z00001V4cjTAAR,WEST
2/2/18,Mark Ronson,TRISTAR Insurance Group,California,Prospect,null,6/19/20,United States,null,0016000001LQdJlAAL,WEST
7/27/20,David Bain,Australia and New Zealand Banking Group Limited,Victoria,Prospect,null,7/29/20,Australia,null,0010z00001QCQffAAH,APAC
7/7/20,Kateryna Hvastovich,Yellowbrick Data,California,Partner,B - Possible project (within 3-9 mths),3/27/20,United States,null,0010z00001TPQILAA5,WEST
3/24/19,Jean-Noel Roncelli,Geopost,null,Partner,null,6/10/20,France,null,0016000001LimQmAAJ,EMEA
6/17/20,Marilyn Von Hoenning,Enel,Frosinone,Prospect,null,6/19/20,Italy,null,0016000001Lk5dlAAB,EMEA
4/29/20,Simon Skinner,Just Retirement Holdings Ltd,null,Prospect,null,3/5/20,United Kingdom,null,0010z00001WiOP1AAN,EMEA
6/19/18,Adam Swaney,Inspirato,Colorado,Prospect,null,6/19/20,United States,null,0016000001LNflIAAT,WEST
4/9/20,Simon Skinner,Skipton Group UK,null,Prospect,null,6/19/20,United Kingdom,null,0010z00001WiOOrAAN,EMEA
12/3/19,Tom Sawyer,Google Cloud Platform,California,Partner,null,6/10/20,United States,null,0010z00001SWkq9AAD,WEST
2/20/20,Mark Ronson,HealthQuest Data Systems,California,Prospect,null,6/15/20,United States,null,0010z00001QCWBrAAP,WEST
1/23/19,Gary Griffith,Aptean,Georgia,Prospect,null,6/19/20,United States,null,0010z00001TO08WAAT,SOUTHEAST
4/25/19,Kateryna Hvastovich,Atos Syntel,null,Prospective Partner,null,11/22/19,null,null,0010z00001V3mGlAAJ,WEST
10/25/17,Marilyn Von Hoenning,Provinzial NordWest Holding AG,null,Prospect,null,4/28/20,Germany,null,0016000001NGAfKAAX,EMEA
5/19/17,Mark Wagasky,MVS Comunicaciones,"Mexico City, D.F.",Prospect,null,6/19/20,Mexico,null,0016000001NHcy1AAD,LATAM
6/7/19,Sonny Covington,Beneficient Company,Texas,Prospect,A - Active project (within 3 to 6  mths),5/14/20,United States,null,0010z00001V4cgjAAB,CENTRAL
7/30/20,Mark Wagasky,Deloitte Touche Tohmatsu Limited,New York,Prospective Partner,null,6/19/20,United States,null,0010z00001RroWvAAJ,NORTHEAST
10/8/18,Mike Washington,Arion Bank,null,Prospect,null,3/5/20,Iceland,null,0010z00001SWlOzAAL,EMEA
5/2/20,Alexander Ramm,Zalando,Berlin,Prospect,null,7/1/20,Germany,null,0016000001Nw1v1AAB,EMEA
1/27/20,Tho Yeong Chien,Corrupt Practices Investigation Bureau CPIB,null,Prospect,null,7/29/20,Singapore,null,0010z00001WidWeAAJ,APAC
11/13/14,Gary Griffith,"Star2Star Communications, LLC",Florida,Prospect,null,6/19/20,United States,null,00160000015Lm4GAAS,SOUTHEAST
